question_id,kla,session,question_number,question_type,date,ministry,title_mal,mla_names,question_body_mal,answer_pdf_url,source_url,mla_name_eng,mla_party_eng,mla_constituency_eng,mla_party_mal,mla_constituency_mal
15-10-61,15,10,61,starred,2024-01-31,starred,ശബരിമല ഇടത്താവള സമുച്ചയം പദ്ധതി,"ശ്രീ. കെ.വി.സുമേഷ് | ശ്രീ കെ യു ജനീഷ് കുമാർ ശ്രീ. തോട്ടത്തില്‍ രവീന്ദ്രന്‍ ശ്രീ. എച്ച്. സലാം : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു പട്ടികജാതി, പട്ടികവര്‍ഗ്ഗ, പിന്നാക്ക വിഭാഗക്ഷേമവും ദേവസ്വവും പാര്‍ലമെന്ററികാര്യവും വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) തീർഥാടകർക്ക് മെച്ചപ്പെട്ട സൗകര്യം ഒരുക്കുന്നതിനായി കിഫ്‌ബി സഹായത്തോടെ നിർമ്മാണ പ്രവൃത്തികൾ ആരംഭിച്ച ശബരിമല ഇടത്താവള സമുച്ചയം പദ്ധതിയുടെ പ്രവര്‍ത്തന പുരോഗതി വിശദമാക്കാമോ; ( ബി ) ശബരിമല മാസ്റ്റര്‍ പ്ലാന്‍ പ്രകാരമുള്ള റോപ്‍വേ പദ്ധതിയുടെ വിശദാംശം ലഭ്യമാക്കുമോ; പ്രസ്തുത പദ്ധതിയുടെ നിലവിലെ സ്ഥിതി അറിയിക്കുമോ; ( സി ) എരുമേലി മാസ്റ്റര്‍ പ്ലാനിന് തുക അനുവദിച്ചിട്ടുണ്ടോ; എങ്കില്‍ അനുവദിച്ച തുക എത്രയാണെന്ന് വ്യക്തമാക്കാമോ? ശബരിമല വികസന പദ്ധതികൾ",,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00061-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,K V Sumesh,Communist Party Of India(Marxist),Azhikode,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഓഫ് ഇന്ത്യ (മാർക്സിസ്റ്റ്),അഴീക്കോട്
15-10-62,15,10,62,starred,2024-01-31,starred,ശബരിമല വികസന പദ്ധതികൾ,"ശ്രീ. കെ.കെ. രാമചന്ദ്രൻ | ശ്രീ വി ജോയി | ശ്രീമതി ശാന്തകുമാരി കെ. ശ്രീ. പി.വി. ശ്രീനിജിൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു പട്ടികജാതി, പട്ടികവര്‍ഗ്ഗ, പിന്നാക്ക വിഭാഗക്ഷേമവും ദേവസ്വവും പാര്‍ലമെന്ററികാര്യവും വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) ശബരിമല വികസനത്തിനായി ഉന്നതാധികാര സമിതി ശിപാര്‍ശ ചെയ്ത പദ്ധതികള്‍ ഏതൊക്കയാണെന്ന് വിശദമാക്കുമോ; ( ബി ) ശബരിമല വികസന പദ്ധതികള്‍ക്കുള്ള തുക എപ്രകാരം കണ്ടെത്താനാണ് ഉദ്ദേശിക്കുന്നതെന്ന് വ്യക്തമാക്കാമോ; ( സി ) ഓരോ പദ്ധതിക്കും എന്ത് തുക വീതം ചെലവാകുമെന്നാണ് കണക്കാക്കിയിട്ടുള്ളത്; ഇത് സംബന്ധിച്ച പദ്ധതിരേഖ സര്‍ക്കാരിന് ലഭിച്ചിട്ടുണ്ടോ; പ്രസ്തുത നിര്‍മ്മാണ പ്രവര്‍ത്തനങ്ങള്‍ എന്ന് തുടങ്ങുവാനാണ് ഉദ്ദേശിക്കുന്നതെന്ന് വിശദമാക്കാമോ? വെള്ളക്കരത്തിന്റെ വര്‍ദ്ധനവ്",,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00062-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,K K Ramachandran,Communist Party Of India(Marxist),Puthukkad,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഓഫ് ഇന്ത്യ (മാർക്സിസ്റ്റ്),പുതുക്കാട്
15-10-63,15,10,63,starred,2024-01-31,starred,വെള്ളക്കരത്തിന്റെ വര്‍ദ്ധനവ്,ശ്രീ. അൻവർ സാദത്ത് ശ്രീ. എ. പി. അനിൽ കുമാർ ശ്രീ. ഐ. സി. ബാലകൃഷ്ണൻ ശ്രീ. സി. ആര്‍. മഹേഷ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു ജലവിഭവ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) കേരള ജല അതോറിറ്റി വെള്ളക്കരം മുന്നൂറ് ശതമാനത്തിലേറെ വര്‍ദ്ധിപ്പിച്ചത് സാധാരണ ജനങ്ങളെ കടുത്ത പ്രതിസന്ധിയിലാക്കി എന്നത് ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കിൽ വിശദമാക്കാമോ; ( ബി ) വെള്ളക്കരം താങ്ങാനാകാതെ പല ഉപഭോക്താക്കളും വാട്ടര്‍ കണക്ഷന്‍ ഉപേക്ഷിക്കുന്നതായ സാഹചര്യമുണ്ടോ; വ്യക്തമാക്കാമോ; ( സി ) വൻകിടക്കാരിൽ നിന്നും പൊതുമേഖലാ സ്ഥാപനങ്ങളില്‍ നിന്നും സര്‍ക്കാര്‍ ഓഫീസുകളില്‍ നിന്നും ലഭിക്കേണ്ട കുടിശ്ശിക പിരിച്ചെടുക്കാതെ വെള്ളക്കരം വര്‍ദ്ധിപ്പിച്ച് ജനങ്ങള്‍ക്ക് അധിക ബാധ്യത വരുത്തുന്നത് നീതീകരിക്കാനാവാത്ത പ്രവൃത്തിയാണെന്ന ആക്ഷേപം ശ്രദ്ധയിൽപ്പെട്ടിട്ടുണ്ടോ; വ്യക്തമാക്കാമോ? കൃത്രിമപ്പാരുകള്‍ നിക്ഷേപിക്കുന്ന പദ്ധതി,,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00063-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-64,15,10,64,starred,2024-01-31,starred,കൃത്രിമപ്പാരുകള്‍ നിക്ഷേപിക്കുന്ന പദ്ധതി,"ശ്രീ ഡി കെ മുരളി ശ്രീ. കെ.എൻ. ഉണ്ണിക്കൃഷ്ണൻ | ശ്രീ എം നൗഷാദ് | ശ്രീമതി ഒ എസ് അംബിക : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു മത്സ്യബന്ധനം, സാംസ്കാരികം, യുവജനകാര്യ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്തെ പരമ്പരാഗത മത്സ്യത്തൊഴിലാളികള്‍ക്ക് കൂടുതല്‍ മത്സ്യം ലഭിക്കുന്നതിന് കേരള സംസ്ഥാന തീരദേശ വികസന കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ് മുഖേന തിരുവനന്തപുരം ജില്ലയിലെ തീരക്കടലില്‍ കൃത്രിമപ്പാരുകള്‍ നിക്ഷേപിക്കുന്ന പദ്ധതി നടപ്പിലാക്കിയിട്ടുണ്ടോ; എങ്കിൽ വിശദമാക്കാമോ; ( ബി ) പ്രസ്തുത പദ്ധതിക്ക് കേന്ദ്ര സർക്കാരിൽ നിന്ന് സഹായം ലഭിച്ചിട്ടുണ്ടോ; വ്യക്തമാക്കാമോ; ( സി ) കഴിഞ്ഞ സര്‍ക്കാരിന്റെ കാലം മുതല്‍ നടപ്പിലാക്കിയിട്ടുള്ള കൃത്രിമപ്പാര് നിക്ഷേപിക്കുന്ന പദ്ധതിയുടെ നേട്ടങ്ങള്‍ വിലയിരുത്തിയിട്ടുണ്ടോ; എങ്കില്‍ വിശദമാക്കാമോ? ശബരിമലയിലെ ദർശന സൗകര്യം മെച്ചപ്പെടുത്താന്‍ നടപടി",,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00064-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-65,15,10,65,starred,2024-01-31,starred,ശബരിമലയിലെ ദർശന സൗകര്യം മെച്ചപ്പെടുത്താന്‍ നടപടി,"ശ്രീ. ടി. ജെ. വിനോദ് ശ്രീ. തിരുവഞ്ചൂർ രാധാകൃഷ്ണൻ ശ്രീ. പി. സി. വിഷ്ണുനാഥ് | ശ്രീമതി ഉമ തോമസ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു പട്ടികജാതി, പട്ടികവര്‍ഗ്ഗ, പിന്നാക്ക വിഭാഗക്ഷേമവും ദേവസ്വവും പാര്‍ലമെന്ററികാര്യവും വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) ശബരിമലയില്‍ ഈ മണ്ഡലകാലത്ത് തീര്‍ത്ഥാടകര്‍ക്ക് ദര്‍ശനത്തിന് സൗകര്യം ഒരുക്കിക്കൊടുക്കുന്നതിലും അടിസ്ഥാനസൗകര്യം ഒരുക്കുന്നതിലും സംസ്ഥാന സര്‍ക്കാരും ദേവസ്വം ബോര്‍ഡും പരാജയപ്പെട്ടതായുള്ള ആക്ഷേപം ശ്രദ്ധയിൽപ്പെട്ടിട്ടുണ്ടോ; എങ്കിൽ അതിന്റെ കാരണം വ്യക്തമാക്കാമോ; ( ബി ) ശബരിമലയിൽ തിരക്ക് നിയന്ത്രിക്കുന്നതിനും ക്യൂ നില്‍ക്കുന്ന ഭക്തര്‍ക്ക് വെള്ളവും ഭക്ഷണവും എത്തിക്കുന്നതിനും നടപടികള്‍ സ്വീകരിച്ചിരുന്നോ; ഇല്ലെങ്കിൽ കാരണം വ്യക്തമാക്കാമോ; ( സി ) വരും വര്‍ഷങ്ങളില്‍ ശബരിമലയിലെ ക്യൂ സംവിധാനം മെച്ചപ്പെടുത്തുവാനും ഭക്തര്‍ക്ക് സുഗമമായി ദര്‍ശനം നടത്തുന്നതിനുള്ള അടിസ്ഥാനസൗകര്യങ്ങൾ ഒരുക്കുന്നതിനും നടപടി സ്വീകരിക്കുമോ; വിശദമാക്കാമോ? ഓട്ടോമാറ്റിക്ക് മീറ്റര്‍ റീഡിംഗ് സംവിധാനം",,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00065-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-66,15,10,66,starred,2024-01-31,starred,ഓട്ടോമാറ്റിക്ക് മീറ്റര്‍ റീഡിംഗ് സംവിധാനം,"ശ്രീ . കെ .ഡി .പ്രസേനൻ ശ്രീ. കെ.പി.കുഞ്ഞമ്മദ് കുട്ടി മാസ്റ്റര്‍ ശ്രീ. എ. പ്രഭാകരൻ ശ്രീ. പി. ടി. എ. റഹീം : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു ജലവിഭവ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) കേരള ജല അതോറിറ്റിയില്‍ ഓട്ടോമാറ്റിക്ക് മീറ്റര്‍ റീഡിംഗ് സംവിധാനം നടപ്പിലാക്കുവാന്‍ ഉദ്ദേശിക്കുന്നുണ്ടോ; വ്യക്തമാക്കാമോ; ( ബി ) ജല അതോറിറ്റി വിതരണം ചെയ്യുന്ന ജലത്തിന്റെ ചോര്‍ച്ച കണ്ടെത്തി തടയുന്നതിന് ഉല്പാദന, വിതരണ കേന്ദ്രങ്ങളില്‍ ബള്‍ക്ക് വാട്ടര്‍ മീറ്റര്‍ സ്ഥാപിക്കുന്നതിന് നടപടി സ്വീകരിക്കുമോയെന്ന് വ്യക്തമാക്കുമോ; ( സി ) പൈപ്പ് പൊട്ടുന്നത് മൂലമുണ്ടാകുന്ന ജലനഷ്ടം തടയുന്നതിനും മണ്ണിനടിയിലെ ജലത്തിന്റെ ചോര്‍ച്ച കണ്ടെത്തുന്നതിനുമുള്ള ബ്ലൂ ബ്രിഗേഡ് സംവിധാനം എല്ലാ ഡിവിഷനുകളിലേക്കും വ്യാപിപ്പിക്കുന്നതിന് നടപടി സ്വീകരിക്കുമോയെന്ന് അറിയിക്കാമോ? വെള്ളക്കര ഇനത്തിലെ കുടിശ്ശിക പിരിച്ചെടുക്കാൻ നടപടി",,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00066-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-67,15,10,67,starred,2024-01-31,starred,വെള്ളക്കര ഇനത്തിലെ കുടിശ്ശിക പിരിച്ചെടുക്കാൻ നടപടി,ഡോ. മാത്യു കുഴല്‍നാടൻ ശ്രീ. കെ. ബാബു (തൃപ്പൂണിത്തുറ) ശ്രീ. എൽദോസ് പി. കുന്നപ്പിള്ളിൽ ചാണ്ടി ഉമ്മന്‍ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു ജലവിഭവ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) പൊതുമേഖലാ സ്ഥാപനങ്ങളില്‍ നിന്നും സര്‍ക്കാര്‍ ഓഫീസുകളില്‍ നിന്നുമായി ആയിരത്തോളം കോടി രൂപ വെള്ളക്കരയിനത്തില്‍ കേരള ജല അതോറിറ്റി പിരിച്ചെടുക്കാനുണ്ട് എന്ന കാര്യം ശ്രദ്ധയിൽപ്പെട്ടിട്ടുണ്ടോ; ( ബി ) എങ്കിൽ പൊതുമേഖലാ സ്ഥാപനങ്ങളില്‍ നിന്നും സര്‍ക്കാര്‍ ഓഫീസുകളില്‍ നിന്നും വൻകിടക്കാരിൽ നിന്നും ലഭിക്കാനുള്ള കുടിശ്ശിക പിരിച്ചെടുക്കാന്‍ അടിയന്തര നടപടി സ്വീകരിക്കുമോ; വിശദമാക്കാമോ; ( സി ) പൊതുമേഖലാ സ്ഥാപനങ്ങളില്‍ നിന്നും സര്‍ക്കാര്‍ ഓഫീസുകളില്‍ നിന്നുമുള്ള കുടിശിക പിരിച്ചെടുക്കാതെ വെള്ളക്കരം കൂട്ടി ജനങ്ങള്‍ക്ക് മേൽ അധിക ബാധ്യത വരുത്തിയതിന്റെ കാരണം വിശദമാക്കാമോ; ( ഡി ) കെ.എസ്.ഇ.ബി.ക്ക് നല്‍കാനുള്ള പണം ജല അതോറിറ്റിയുടെ വരുമാനത്തില്‍ നിന്നും എ​സ്​​ക്രോ സംവിധാനം വഴി കെ.എസ്.ഇ.ബി.ക്ക് നല്‍കാന്‍ തീരുമാനിച്ചിട്ടുണ്ടോ? പട്ടികവർഗ്ഗ വികസന വകുപ്പിലെ ക്രമക്കേടുകൾ തടയുന്നതിന് നടപടി,,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00067-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-68,15,10,68,starred,2024-01-31,starred,പട്ടികവർഗ്ഗ വികസന വകുപ്പിലെ ക്രമക്കേടുകൾ തടയുന്നതിന് നടപടി,"ശ്രീ. നജീബ് കാന്തപുരം ശ്രീ. ടി. വി. ഇബ്രാഹിം ശ്രീ. പി. അബ്ദുല്‍ ഹമീദ് ശ്രീ. എൻ. ഷംസുദ്ദീൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു പട്ടികജാതി, പട്ടികവര്‍ഗ്ഗ, പിന്നാക്ക വിഭാഗക്ഷേമവും ദേവസ്വവും പാര്‍ലമെന്ററികാര്യവും വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) പട്ടികവർഗ്ഗ വികസന വകുപ്പ് നടപ്പാക്കുന്ന വിവിധ ക്ഷേമപ്രവർത്തനങ്ങളിലും പദ്ധതിപ്രവർത്തനങ്ങളിലും ക്രമക്കേടുകൾ നടക്കുന്നതായി കണ്ടെത്തിയിട്ടുണ്ടോ; ( ബി ) പ്രസ്തുത ക്രമക്കേടുകൾ തടയുന്നതിന് സ്വീകരിക്കാൻ ഉദ്ദേശിക്കുന്ന നടപടികൾ എന്തെല്ലാമാണെന്ന് വ്യക്തമാക്കുമോ; ( സി ) ഇത് സംബന്ധിച്ച വിജിലൻസ് റിപ്പോർട്ട് വകുപ്പിന് ലഭിച്ചിട്ടുണ്ടോ; എങ്കിൽ കണ്ടെത്തലുകൾ എന്തെല്ലാമാണെന്ന് വിശദമാക്കുമോ? ബഫര്‍ സോണ്‍ പരിധി",,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00068-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-69,15,10,69,starred,2024-01-31,starred,ബഫര്‍ സോണ്‍ പരിധി,ശ്രീ. കെ. ബാബു (നെന്മാറ) ശ്രീ. എം. എം. മണി | ശ്രീ സി കെ ഹരീന്ദ്രന്‍ ശ്രീ. ആന്റണി ജോൺ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു വനം-വന്യജീവി വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) ബഫര്‍ സോണ്‍ വിഷയത്തില്‍ സംസ്ഥാന സര്‍ക്കാര്‍ നല്‍കിയ പുനഃപരിശോധന ഹര്‍ജിയിന്മേൽ സുപ്രീം കോടതി തീര്‍പ്പ് കല്‍പ്പിച്ചിട്ടുണ്ടോ; വ്യക്തമാക്കുമോ; ( ബി ) ജനവാസ മേഖലകള്‍ ബഫര്‍ സോണ്‍ പരിധിയില്‍ നിന്നും പൂര്‍ണ്ണമായും ഒഴിവാക്കണമെന്ന ആവശ്യം അംഗീകരിച്ചിട്ടുണ്ടോ; വിശദാംശം അറിയിക്കാമോ; ( സി ) നിര്‍മ്മാണ പ്രവര്‍ത്തനങ്ങള്‍ക്കും കൃഷിക്കും അനുമതി നല്‍കണമെന്ന ആവശ്യം നിയമപരമായി അംഗീകരിക്കപ്പെട്ടിട്ടുണ്ടോ; വ്യക്തമാക്കാമോ; ( ഡി ) ക്വാറികള്‍ക്കും ഖനികള്‍ക്കും നിലവിലുള്ള നിയന്ത്രണത്തില്‍ ഏന്തെങ്കിലും ഭേദഗതികള്‍ നിര്‍ദ്ദേശിക്കപ്പെട്ടിട്ടുണ്ടോ; വിശദമാക്കാമോ? സ്കൂളുകളിലെ കുടിവെള്ള പരിശോധനാ ലാബുകള്‍,,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00069-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
15-10-70,15,10,70,starred,2024-01-31,starred,സ്കൂളുകളിലെ കുടിവെള്ള പരിശോധനാ ലാബുകള്‍,ശ്രീ. കെ. എം. സച്ചിന്‍ദേവ് | ശ്രീമതി കെ. കെ. ശൈലജ ടീച്ചർ ശ്രീ. പി.പി. സുമോദ് | ശ്രീ വി കെ പ്രശാന്ത് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു ജലവിഭവ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സ്കൂളുകളിലെ കുടിവെള്ളത്തിന്റെ ഗുണനിലവാരം ഉറപ്പു വരുത്തുന്നതിന് സ്കൂളുകളില്‍ തന്നെ പരിശോധനാ ലാബുകള്‍ സ്ഥാപിക്കുവാന്‍ ഉദ്ദേശിക്കുന്നുണ്ടോ; വ്യക്തമാക്കാമോ; ( ബി ) എങ്കിൽ പ്രസ്തുത ലാബുകളില്‍ കുടിവെള്ളവുമായി ബന്ധപ്പെട്ട് ഏതൊക്കെ തരത്തിലുള്ള പരിശോധനകളാണ് നടത്താന്‍ ഉദ്ദേശിക്കുന്നതെന്ന് വ്യക്തമാക്കാമോ; ( സി ) പരിശോധനകളുടെ ഗുണനിലവാരം ഉറപ്പു വരുത്തുന്നതിന് എന്തൊക്കെ നടപടികളാണ് സ്വീകരിക്കുവാന്‍ ഉദ്ദേശിക്കുന്നതെന്ന് അറിയിക്കാമോ; ( ഡി ) സ്കൂളുകളില്‍ പരിശോധനാ ലാബുകള്‍ സ്ഥാപിക്കുന്നതിന് തീരുമാനം എടുക്കാന്‍ ഇടയാക്കിയ സാഹചര്യം എന്തെന്ന് വിശദമാക്കാമോ? നിയമവിധേയമായി പ്രവർത്തിച്ചുവരുന്ന അനാഥാലയങ്ങൾക്ക് ജല വിതരണത്തില്‍ ഇളവുകൾ,,http://www.niyamasabha.org/codes/15kla/Session_10/ans/s00070-310124-10-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_10/qns/html/s_310124(61-90).html,,,,,
