question_id,kla,session,question_number,question_type,date,ministry,title_mal,mla_names,question_body_mal,answer_pdf_url,source_url,mla_name_eng,mla_party_eng,mla_constituency_eng,mla_party_mal,mla_constituency_mal
15-8-301,15,8,301,starred,2023-03-03,starred,മഹാത്മാഗാന്ധി ദേശീയ ഗ്രാമീണ തൊഴിലുറപ്പ് പദ്ധതി,"ശ്രീ സി കെ ഹരീന്ദ്രന്‍ ശ്രീ. എം. എം. മണി | ശ്രീമതി കാനത്തില്‍ ജമീല ശ്രീ. മുരളി പെരുനെല്ലി : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു തദ്ദേശ സ്വയംഭരണം, എക്സൈസ്‌ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) മഹാത്മാഗാന്ധി ദേശീയ ഗ്രാമീണ തൊഴിലുറപ്പ് പദ്ധതിയുടെ ചെലവ് വിഹിതത്തില്‍ ഗണ്യമായ പങ്ക് സംസ്ഥാനങ്ങളുടെ ചുമതലയാക്കി മാറ്റാന്‍ കേന്ദ്ര സര്‍ക്കാര്‍ ശ്രമം തുടങ്ങിയെന്ന വാര്‍ത്ത സൃഷ്ടിച്ചിട്ടുള്ള ആശങ്ക ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇത്‍ കണക്കിലെടുത്ത് അത്തരത്തിലുള്ള നടപടിയുമായി മുന്നോട്ട് പോകരുതെന്ന് കേന്ദ്ര സര്‍ക്കാരിനോട് ആവശ്യപ്പെടുമോ; ( ബി ) സംസ്ഥാനത്ത് കേന്ദ്ര മാനദണ്ഡങ്ങളുടെ പരിമിതിക്കുള്ളില്‍ നിന്നുകൊണ്ട് പരമാവധി തൊഴില്‍ ദിനങ്ങൾ ലഭ്യമാക്കുന്നതിനും പദ്ധതി കാര്യക്ഷമമായി വിനിയോഗിച്ചുകൊണ്ട് സമഗ്ര ഗ്രാമീണ വികസനം സാധ്യമാക്കുന്നതിനും നടത്തുന്ന പ്രവര്‍ത്തനങ്ങള്‍ വിശദമാക്കാമോ; ( സി ) പദ്ധതി ഫലവത്താക്കുന്നതിന് മിഷന്‍ 941, മികവ് എന്നീ പദ്ധതികള്‍ ആവിഷ്കരിച്ചിട്ടുണ്ടോയെന്ന് വ്യക്തമാക്കാമോ; ( ഡി ) പട്ടിക ഗോത്രങ്ങളില്‍പ്പെട്ടവരുടെ ദാരിദ്ര്യ നിര്‍മ്മാര്‍ജനം ലക്ഷ്യമിട്ട് സംസ്ഥാനം തനത് ഫണ്ട് വിനിയോഗിച്ച് നടപ്പാക്കുന്ന കേരള ട്രൈബല്‍പ്ലസ് ‍-നെ കുറിച്ച് അറിയിക്കാമോ; ( ഇ ) ഗ്രാമീണ തൊഴിലുറപ്പ് പദ്ധതി മാതൃകയില്‍ നഗര തൊഴിലുറപ്പ് പദ്ധതിക്ക് രൂപം നല്‍കിയിട്ടുള്ള രാജ്യത്തെ ഏക സംസ്ഥാനമായി മാറാന്‍ കേരളത്തിന് കഴിഞ്ഞിട്ടുണ്ടോ; ഈ സര്‍ക്കാര്‍ അധികാരത്തില്‍ വന്നതിനുശേഷം അയ്യങ്കാളി നഗര തൊഴിലുറപ്പ് പദ്ധതിയില്‍ കൈവരിച്ച നേട്ടം വിശദമാക്കുമോ? പ്രകടന പത്രികയിലെ വാഗ്ദാനങ്ങള്‍ നടപ്പിലാക്കാന്‍ സ്വീകരിച്ച നടപടി",,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00301-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,,,,,
15-8-302,15,8,302,starred,2023-03-03,starred,പ്രകടന പത്രികയിലെ വാഗ്ദാനങ്ങള്‍ നടപ്പിലാക്കാന്‍ സ്വീകരിച്ച നടപടി,ശ്രീ. പി. നന്ദകുമാര്‍ | ശ്രീ കെ ആൻസലൻ ശ്രീ. കെ. പ്രേംകുമാര്‍ ശ്രീ. എൻ.കെ. അക്ബര്‍ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു മുഖ്യമന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) 2047 വര്‍ഷത്തോടെ സംസ്ഥാനത്തെ മദ്ധ്യ വരുമാന വികസിത രാഷ്ട്രങ്ങള്‍ക്ക് തുല്യമാക്കണമെന്ന ലക്ഷ്യം പ്രഖ്യാപിച്ചതിന്റെ തുടര്‍ച്ചയായി പശ്ചാത്തല സൗകര്യ വികസന മേഖലയില്‍ കുതിച്ചുചാട്ടം സൃഷ്ടിക്കുന്നതിന് നടത്തുന്ന പ്രവര്‍ത്തനങ്ങള്‍ എന്തെല്ലാമാണെന്ന് അറിയിക്കാമോ; ( ബി ) പ്രകടന പത്രികയില്‍ നല്‍കിയ വാഗ്ദാനങ്ങള്‍ നടപ്പിലാക്കുന്നതിന് പ്രാരംഭം കുറിക്കാന്‍ കഴിഞ്ഞിട്ടുണ്ടോയെന്ന് വ്യക്തമാക്കാമോ; ( സി ) തൊഴിലില്ലായ്മ നിരക്ക് ഒന്‍പത് ശതമാനത്തില്‍ നിന്നും 4.8 ശതമാനമാക്കി കുറയ്ക്കാന്‍ സര്‍ക്കാര്‍ വിവിധ മേഖലകളില്‍ നടത്തിയ ഇടപെടലുകള്‍ വിശദമാക്കാമോ? എടയന്നൂർ ഷുഹൈബ് വധക്കേസിന്റെ അന്വേഷണ പുരോഗതി,,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00302-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,,,,,
15-8-303,15,8,303,starred,2023-03-03,starred,എടയന്നൂർ ഷുഹൈബ് വധക്കേസിന്റെ അന്വേഷണ പുരോഗതി,ശ്രീ . സണ്ണി ജോസഫ് ശ്രീ. സജീവ് ജോസഫ് ശ്രീ. സനീഷ്‍കുമാര്‍ ജോസഫ് : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു മുഖ്യമന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) പ്രമുഖ രാഷ്ട്രീയ പാർട്ടിയുടെ യുവജന ഘടകം മട്ടന്നൂർ ബ്ലോക്ക് പ്രസിഡന്റായിരുന്ന എടയന്നൂർ ഷുഹൈബ് വധക്കേസിൽ ഏതെങ്കിലും പാർട്ടിക്ക് പങ്കുണ്ടെന്ന് കേസിലെ ഒന്നാം പ്രതി വെളിപ്പെടുത്തിയതായി ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇത്‍ ഗൗരവത്തോടെ കാണുന്നുണ്ടോ; ( ബി ) കൊലപാതകത്തിന് ഉത്തരവാദികളായവർ പാർട്ടിക്ക് അകത്തുണ്ടെന്ന ഒന്നാം പ്രതിയുടെ വെളിപ്പെടുത്തല്‍ ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇത്‍ സംബന്ധിച്ച് അന്വേഷണം നടത്തിയിട്ടുണ്ടോയെന്ന് അറിയിക്കാമോ; ( സി ) പ്രസ്തുത കേസിന്റെ അന്വേഷണ പുരോഗതി വിശദമാക്കാമോ? ലഹരി വിപത്ത് തടയുന്നതിന് ജനകീയ പങ്കാളിത്തം,,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00303-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,,,,,
15-8-304,15,8,304,starred,2023-03-03,starred,ലഹരി വിപത്ത് തടയുന്നതിന് ജനകീയ പങ്കാളിത്തം,"ശ്രീ ഐ ബി സതീഷ് ഡോ.കെ.ടി.ജലീൽ ശ്രീ. പി.വി. ശ്രീനിജിൻ ശ്രീ. കെ.കെ. രാമചന്ദ്രൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു തദ്ദേശ സ്വയംഭരണം, എക്സൈസ്‌ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) ലഹരി വിപത്ത് തടയുന്നതിന് ജനകീയ പങ്കാളിത്തം ഉറപ്പാക്കാൻ നടത്തിയ പ്രചാരണത്തിന്റെയും ബോധവൽക്കരണത്തിന്റെയും തുടർച്ചയായി ലഹരി വിപണന ശൃംഖല തകർക്കുന്നതിനും മയക്കുമരുന്നിന് അടിമകളായവരെ അതിൽ നിന്നും വിമുക്തരാക്കുന്നതിനും എക്സൈസ് വകുപ്പിന്റെ പ്രവർത്തനം ശാക്തീകരിച്ചിട്ടുണ്ടോ; ( ബി ) മയക്കുമരുന്ന് വിപണനത്തിൽ ആവർത്തിച്ച് ഏർപ്പെടുന്നവരുടെ ഡാറ്റാ ബാങ്ക് എക്സൈസ് വകുപ്പ് തയ്യാറാക്കിയിട്ടുണ്ടെങ്കില്‍ ഇവരെ കർശന നിരീക്ഷണത്തിന് വിധേയമാക്കാൻ പ്രത്യേകം നടപടി സ്വീകരിച്ചിട്ടുണ്ടോയെന്ന് വ്യക്തമാക്കാമോ? ദേശീയ ജലപാതയുടെ നിര്‍മ്മാണ പ്രവൃത്തികൾ",,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00304-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,,,,,
15-8-305,15,8,305,starred,2023-03-03,starred,ദേശീയ ജലപാതയുടെ നിര്‍മ്മാണ പ്രവൃത്തികൾ,"ശ്രീ. കെ.എൻ. ഉണ്ണിക്കൃഷ്ണൻ | ശ്രീ എം രാജഗോപാലൻ ശ്രീ. പി.പി. ചിത്തരഞ്ജന്‍ | ശ്രീമതി ഒ എസ് അംബിക : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു മുഖ്യമന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) കോവളം-ബേക്കല്‍ ജലപാതയുടെ നിര്‍മ്മാണം 2023-ല്‍ പൂര്‍ത്തീകരിക്കാന്‍ ലക്ഷ്യമിട്ട് കൊണ്ടുള്ള നിര്‍മ്മാണ പ്രവൃത്തികളുടെ നിലവിലെ സ്ഥിതി വിശദമാക്കുമോ; പ്രസ്തുത പദ്ധതിയ്ക്കായി കിഫ്ബിയില്‍ നിന്ന് എത്ര തുക അനുവദിച്ചിട്ടുണ്ടെന്ന് വ്യക്തമാക്കാമോ; ( ബി ) കൊല്ലം മുതല്‍ കല്ലായി വരെ ഇന്‍ലാന്‍ഡ് വാട്ടര്‍ വേയ്സ് അതോറിറ്റിയുടെ അധീനതയിലുള്ള ജലപാത ദേശീയ ജലപാതയായി ഉയര്‍ത്തുന്നതിനുള്ള പ്രവൃത്തികളുടെ പുരോഗതി വിലയിരുത്തിയിട്ടുണ്ടോ; വിശദമാക്കാമോ; ( സി ) ദേശീയ ജലപാതയെ ബന്ധിപ്പിക്കാന്‍ നിലവില്‍ കനാൽ ഇല്ലാത്ത മാഹി-വളപട്ടണം, നീലേശ്വരം-ബേക്കല്‍ ഭാഗങ്ങളില്‍ പുതിയ കനാല്‍ നിര്‍മ്മിക്കാനുള്ള പ്രവര്‍ത്തനം ആരംഭിച്ചിട്ടുണ്ടോ; വ്യക്തമാക്കാമോ? തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങള്‍ നല്‍കേണ്ട സംഭാവനത്തുക സംബന്ധിച്ച ഉത്തരവ്",,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00305-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,,,,,
15-8-306,15,8,306,starred,2023-03-03,starred,തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങള്‍ നല്‍കേണ്ട സംഭാവനത്തുക സംബന്ധിച്ച ഉത്തരവ്,"ശ്രീ.പി.ഉബൈദുള്ള ശ്രീ. കെ. പി. എ. മജീദ് | ശ്രീ എൻ എ നെല്ലിക്കുന്ന് ശ്രീ. നജീബ് കാന്തപുരം : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു തദ്ദേശ സ്വയംഭരണം, എക്സൈസ്‌ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) വിനോദ പരിപാടികൾ, പ്രദർശനം, സൗജന്യ ചികിത്സാ ക്യാമ്പുകൾ തുടങ്ങിയ പരിപാടികൾക്ക് പഞ്ചായത്ത്, നഗരസഭ എന്നിവിടങ്ങളിൽ നിന്നും സംഭാവന നൽകാൻ ചട്ടം അനുവദിക്കുന്നുണ്ടോ; ( ബി ) സർക്കാരിന്റെ വിവിധ പരിപാടികൾക്കായി തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങളെ സമ്മർദ്ദം ചെലുത്തി സംഭാവന നൽകാൻ​​​ പ്രേരിപ്പിക്കുന്നതായ പരാതികൾ ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; ( സി ) തദ്ദേശ സ്വയംഭരണ ദിനാഘോഷം, ശുചിത്വമിഷന്റെ കോൺക്ലേവ് എന്നിവയ്ക്ക് ഓരോ തദ്ദേശ സ്വയംഭരണ സ്ഥാപനവും നൽകേണ്ട സംഭാവനത്തുക നിശ്ചയിച്ച് ഉത്തരവ് പുറപ്പെടുവിച്ചിരുന്നോ; ( ഡി ) എങ്കില്‍ ഇത്തരം ഉത്തരവുകൾ തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങളെ സാമ്പത്തിക പ്രതിസന്ധിയിലാക്കും എന്നത് പരിശോധിക്കുമോ; വ്യക്തമാക്കാമോ? വിമുക്തി പദ്ധതി വിപുലമാക്കുന്നതിന് നടപടി",,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00306-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,,,,,
15-8-307,15,8,307,starred,2023-03-03,starred,വിമുക്തി പദ്ധതി വിപുലമാക്കുന്നതിന് നടപടി,"ശ്രീ തോമസ് കെ തോമസ് | ശ്രീ കോവൂർ കുഞ്ഞുമോൻ | ശ്രീ കെ ബി ഗണേഷ് കുമാർ ശ്രീ. കെ.പി.മോഹനന്‍ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു തദ്ദേശ സ്വയംഭരണം, എക്സൈസ്‌ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് ലഹരിയുടെ ഉപയോഗം, വര്‍ദ്ധിച്ചുവരുന്ന റോഡ്‌ അപകടങ്ങള്‍ക്കും സാമൂഹിക വിരുദ്ധ പ്രവര്‍ത്തനങ്ങള്‍ക്കും പ്രധാന കാരണമാണെന്നതിനാൽ ഇത് തടയുന്നതിന് വിമുക്തി പദ്ധതി വിപുലമാക്കുന്നതിന് നടപടികള്‍ സ്വീകരിക്കുമോ; എങ്കില്‍ വിശദാംശം ലഭ്യമാക്കുമോ; ( ബി ) ത്രിതല പഞ്ചായത്തുകളുടെ സാദ്ധ്യത ഉപയോഗപ്പെടുത്തി ഇത്തരം സാമൂഹിക വിപത്തിന് എതിരെ എന്തൊക്കെ പുതിയ നടപടികള്‍ സ്വീകരിക്കുമെന്ന് വ്യക്തമാക്കുമോ? റോഡപകടങ്ങൾ കുറയ്ക്കുന്നതിന് വകുപ്പുകളുടെ ഏകോപനം",,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00307-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,Thomas K Thomas,Nationalist Congress Party,Kuttanad,നാഷണലിസ്റ്റ് കോൺഗ്രസ് പാർട്ടി,കുട്ടനാട്
15-8-308,15,8,308,starred,2023-03-03,starred,റോഡപകടങ്ങൾ കുറയ്ക്കുന്നതിന് വകുപ്പുകളുടെ ഏകോപനം,ശ്രീ വി ശശി | ശ്രീ ഇ ചന്ദ്രശേഖരന്‍ | ശ്രീ . മുഹമ്മദ് മുഹസിൻ ശ്രീ. സി.സി. മുകുന്ദൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു മുഖ്യമന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് വർദ്ധിച്ചുവരുന്ന റോഡപകടങ്ങൾ കുറയ്ക്കുന്നതിന് വിവിധ വകുപ്പുകളുടെ ഏകോപനത്തിലൂടെ പ്രത്യേക കർമ്മപദ്ധതി രൂപീകരിക്കേണ്ടതിന്റെ ആവശ്യകത ശ്രദ്ധയിൽപ്പെട്ടിട്ടുണ്ടോ; വിശദമാക്കാമോ; ( ബി ) പ്രസ്തുത വിഷയത്തിന്മേൽ വിവിധ വകുപ്പുകളുടെ ഫലപ്രദമായ ഏകോപനം ഉറപ്പുവരുത്തുന്നതിന് മുഖ്യമന്ത്രി തലത്തിൽ അവലോകനവും നയരൂപീകരണവും നടത്തുവാൻ നടപടികൾ സ്വീകരിച്ചിട്ടുണ്ടോ; വിശദമാക്കാമോ; ( സി ) റോഡ് സുരക്ഷാ നടപടികൾ കൂടുതൽ ഫലപ്രദമാക്കുന്നതിന്റെ ഭാഗമായി ട്രാഫിക് എൻഫോഴ്‌സ്‌മെന്റ് പ്രവർത്തനങ്ങളിൽ കൂടുതൽ കാര്യക്ഷമമായ സാങ്കേതികവിദ്യാ സൗകര്യങ്ങൾ ഏർപ്പെടുത്തുവാൻ ഉദ്ദേശിക്കുന്നുണ്ടോ; വിശദമാക്കാമോ? റേഷന്‍ വിതരണം കൂടുതല്‍ ജനകീയമാക്കാന്‍ നടപടി,,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00308-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,V Sasi,Communist Party Of India,Chirayinkeezhu,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഓഫ് ഇന്ത്യ,ചിറയിൻകീഴ്
15-8-309,15,8,309,starred,2023-03-03,starred,റേഷന്‍ വിതരണം കൂടുതല്‍ ജനകീയമാക്കാന്‍ നടപടി,ശ്രീ. ഇ കെ വിജയൻ | ശ്രീ ജി എസ് ജയലാൽ ശ്രീ. ഇ. ടി. ടൈസൺ മാസ്റ്റർ ശ്രീ. വാഴൂര്‍ സോമൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു ഭക്ഷ്യ-പൊതുവിതരണ വകുപ്പ് മന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) സംസ്ഥാനത്ത് പട്ടിണിമൂലം ഒരാളും മരണപ്പെടുന്ന സ്ഥിതി ഉണ്ടാകാൻ പാടില്ലെന്ന കാഴ്ചപ്പാടോടെ അതിദരിദ്രര്‍ക്ക് റേഷന്‍ സാധനങ്ങള്‍ എത്തിക്കുന്നതിനും റേഷന്‍ സംബന്ധിച്ച രേഖകള്‍ കാലതാമസം കൂടാതെ നല്‍കുന്നതിനും നടപടികൾ സ്വീകരിക്കേണ്ടതിന്റെ ആവശ്യകത ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; വിശദമാക്കുമോ; ( ബി ) അതിദാരിദ്ര്യ നിർമ്മാർജ്ജനം ലക്ഷ്യമിട്ട് റേഷന്‍ വിതരണം കൂടുതല്‍ ജനകീയമാക്കാന്‍ നടപടികൾ സ്വീകരിച്ചിട്ടുണ്ടോ; വിശദമാക്കുമോ; ( സി ) റേഷൻ കടകളിലെത്തി റേഷൻ കൈപ്പറ്റാൻ സാധിക്കാത്ത ജനവിഭാഗങ്ങൾക്ക് റേഷൻ അവരുടെ വീടുകളിലേക്ക് ഓട്ടോറിക്ഷ തൊഴിലാളികളുടെ സഹായത്തോടെ നേരിട്ട് എത്തിക്കുന്ന നൂതന പദ്ധതി നടപ്പാക്കിയിട്ടുണ്ടോ; വിശദമാക്കുമോ; ( ഡി ) അതിദരിദ്രരുടെ വീടുകളില്‍ ഭക്ഷണമെത്തിക്കുന്ന പദ്ധതി സംസ്ഥാനതലത്തില്‍ നടപ്പിലാക്കുവാന്‍ തീരുമാനിച്ചിട്ടുണ്ടോ; വിശദമാക്കുമോ? എടയന്നൂർ ഷുഹൈബ് വധക്കേസ് അന്വേഷണ പുരോഗതി,,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00309-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,E K Vijayan,Communist Party Of India,Nadapuram,കമ്മ്യൂണിസ്റ്റ് പാർട്ടി ഓഫ് ഇന്ത്യ,നാദാപുരം
15-8-310,15,8,310,starred,2023-03-03,starred,എടയന്നൂർ ഷുഹൈബ് വധക്കേസ് അന്വേഷണ പുരോഗതി,ശ്രീ. ടി.സിദ്ദിഖ് | ശ്രീ.ഷാഫി പറമ്പിൽ | ശ്രീ പി സി വിഷ്ണുനാഥ് ഡോ. മാത്യു കുഴല്‍നാടൻ : താഴെ കാണുന്ന ചോദ്യങ്ങൾക്കു മുഖ്യമന്ത്രി സദയം മറുപടി പറയാമോ? ( എ ) പ്രമുഖ രാഷ്ട്രീയ പാര്‍ട്ടിയുടെ യുവജന സംഘടനയുടെ നേതാവായിരുന്ന എടയന്നൂർ ഷുഹൈബ് വധക്കേസിൽ ഗൂഢാലോചനാക്കുറ്റം അന്വേഷിക്കുണ്ടോ എന്ന് വ്യക്തമാക്കാമോ; ( ബി ) കൊലപാതകത്തിന് ഉത്തരവാദികളായവർ പാർട്ടിക്കകത്തുണ്ടെന്ന ഒന്നാം പ്രതിയുടെ വെളിപ്പെടുത്തൽ ശ്രദ്ധയില്‍പ്പെട്ടിട്ടുണ്ടോ; എങ്കില്‍ ഇത്‍ ഗൗരവത്തോടെ കാണുന്നുണ്ടോ; ( സി ) പ്രസ്തുത കേസിന്റെ അന്വേഷണ പുരോഗതി വിശദമാക്കാമോ? റീ ബില്‍ഡ് കേരള ഡെവലപ്മെന്റ് പ്രോഗ്രാമുകളുടെ പുരോഗതി,,http://www.niyamasabha.org/codes/15kla/Session_8/ans/s00310-030323-08-15.pdf,http://www.niyamasabha.org/codes/15kla/Session_8/qns/html/s_030323(301-330).html,T Siddiqu,Indian National Congress,Kalpetta,ഇന്ത്യൻ നാഷണൽ കോൺഗ്രസ്,കൽപ്പറ്റ
